order_id,order_date,powder_type,quantity_kg,unit_cost_usd,total_cost_usd,priority,industry_sector,part_complexity,order_month,order_year,order_quarter
1140,2023-06-23,Titanium Ti-6Al-4V,21.39,137.01,2930.57,Medium,Medical,Complex,2023-06,2023,Q2 2023
1141,2023-06-11,Stainless Steel 316L,39.89,27.57,1099.58,Low,Automotive,Simple,2023-06,2023,Q2 2023
1142,2023-07-07,Titanium Ti-6Al-4V,6.73,95.51,642.79,Medium,Aerospace,Simple,2023-07,2023,Q3 2023
1143,2023-07-21,Stainless Steel 316L,30.06,21.18,636.76,Medium,Industrial,Medium,2023-07,2023,Q3 2023
1144,2023-07-16,Stainless Steel 316L,16.49,25.04,412.91,Low,Medical,Medium,2023-07,2023,Q3 2023
1145,2023-07-13,Titanium Ti-6Al-4V,39.11,108.92,4259.78,High,Energy,Simple,2023-07,2023,Q3 2023
1146,2023-07-29,Titanium Ti-6Al-4V,12.58,136.88,1722.0,Low,Aerospace,Medium,2023-07,2023,Q3 2023
1147,2023-07-30,Inconel 625,39.5,190.44,7522.57,Medium,Aerospace,Medium,2023-07,2023,Q3 2023
1148,2023-07-21,Titanium Ti-6Al-2Sn-4Zr-2Mo,5.0,142.07,710.33,Low,Aerospace,Medium,2023-07,2023,Q3 2023
1149,2023-07-15,Aluminum AlSi10Mg,118.4,41.48,4911.29,Medium,Medical,Simple,2023-07,2023,Q3 2023
1150,2023-07-05,Titanium Ti-6Al-4V,6.2,121.79,755.07,Medium,Automotive,Medium,2023-07,2023,Q3 2023
1151,2023-07-09,Stainless Steel 17-4 PH,29.14,35.89,1045.69,Low,Energy,Simple,2023-07,2023,Q3 2023
1152,2023-07-05,Cobalt Chrome CoCrMo,37.61,181.42,6823.27,Low,Industrial,Medium,2023-07,2023,Q3 2023
1153,2023-07-08,Nickel Alloy 718,21.29,188.26,4008.05,High,Energy,Medium,2023-07,2023,Q3 2023
1154,2023-07-24,Stainless Steel 316L,13.23,28.19,372.99,Medium,Medical,Medium,2023-07,2023,Q3 2023
1155,2023-07-18,Titanium Ti-6Al-4V,39.91,132.62,5292.98,Medium,Industrial,Simple,2023-07,2023,Q3 2023
1156,2023-07-18,Titanium Ti-6Al-2Sn-4Zr-2Mo,25.98,160.97,4182.11,Low,Automotive,Simple,2023-07,2023,Q3 2023
1157,2023-07-09,Inconel 625,33.47,207.85,6956.72,Medium,Automotive,Simple,2023-07,2023,Q3 2023
1158,2023-07-24,Stainless Steel 316L,41.67,24.23,1009.7,Medium,Energy,Complex,2023-07,2023,Q3 2023
1159,2023-07-19,Inconel 625,5.0,188.13,940.65,High,Aerospace,Simple,2023-07,2023,Q3 2023
1160,2023-07-14,Cobalt Chrome CoCrMo,6.42,219.48,1409.07,Medium,Medical,Simple,2023-07,2023,Q3 2023
1161,2023-07-29,Stainless Steel 316L,5.0,27.22,136.1,Medium,Aerospace,Complex,2023-07,2023,Q3 2023
1162,2023-07-19,Inconel 625,11.94,128.83,1538.26,Medium,Aerospace,Medium,2023-07,2023,Q3 2023
1163,2023-07-13,Stainless Steel 17-4 PH,66.34,26.41,1752.0,Medium,Industrial,Simple,2023-07,2023,Q3 2023
1164,2023-07-12,Stainless Steel 316L,9.87,29.85,294.64,Medium,Automotive,Complex,2023-07,2023,Q3 2023
1165,2023-07-08,Stainless Steel 316L,28.48,27.7,788.9,High,Automotive,Medium,2023-07,2023,Q3 2023
1166,2023-07-05,Stainless Steel 316L,28.76,28.87,830.32,Medium,Aerospace,Complex,2023-07,2023,Q3 2023
1167,2023-07-17,Titanium Ti-6Al-4V,75.81,103.24,7826.84,Medium,Aerospace,Medium,2023-07,2023,Q3 2023
1168,2023-07-16,Aluminum AlSi10Mg,58.28,29.37,1711.73,Medium,Automotive,Medium,2023-07,2023,Q3 2023
1169,2023-07-03,Titanium Ti-6Al-4V,22.11,142.81,3157.42,Medium,Medical,Medium,2023-07,2023,Q3 2023
1170,2023-07-25,Stainless Steel 316L,16.8,16.26,273.21,Medium,Automotive,Simple,2023-07,2023,Q3 2023
1171,2023-07-02,Titanium Ti-6Al-4V,13.05,137.85,1798.93,Medium,Medical,Simple,2023-07,2023,Q3 2023
1172,2023-07-28,Inconel 625,14.9,189.95,2830.25,Medium,Automotive,Simple,2023-07,2023,Q3 2023
1173,2023-07-04,Inconel 625,13.47,196.15,2642.15,Medium,Automotive,Simple,2023-07,2023,Q3 2023
1174,2023-07-05,Titanium Ti-6Al-2Sn-4Zr-2Mo,34.65,146.3,5069.27,Medium,Aerospace,Medium,2023-07,2023,Q3 2023
1175,2023-07-21,Cobalt Chrome CoCrMo,40.62,174.57,7090.91,High,Energy,Simple,2023-07,2023,Q3 2023
1176,2023-07-06,Stainless Steel 316L,18.5,28.97,535.87,Low,Energy,Medium,2023-07,2023,Q3 2023
1177,2023-07-26,Titanium Ti-6Al-4V,10.89,104.88,1142.17,Low,Industrial,Medium,2023-07,2023,Q3 2023
1178,2023-07-22,Stainless Steel 316L,49.23,30.32,1492.87,Medium,Aerospace,Medium,2023-07,2023,Q3 2023
1179,2023-07-14,Titanium Ti-6Al-4V,89.26,104.44,9322.74,Medium,Aerospace,Simple,2023-07,2023,Q3 2023
1180,2023-07-20,Stainless Steel 316L,17.91,25.56,457.83,Medium,Energy,Medium,2023-07,2023,Q3 2023
1181,2023-07-03,Inconel 625,6.22,173.29,1077.84,Medium,Medical,Simple,2023-07,2023,Q3 2023
1182,2023-07-13,Stainless Steel 17-4 PH,29.06,35.03,1017.95,Medium,Medical,Simple,2023-07,2023,Q3 2023
1183,2023-07-13,Cobalt Chrome CoCrMo,18.95,223.52,4235.65,High,Medical,Complex,2023-07,2023,Q3 2023
1184,2023-07-20,Stainless Steel 316L,14.11,18.73,264.26,High,Energy,Medium,2023-07,2023,Q3 2023
1185,2023-07-15,Inconel 625,133.6,195.02,26055.02,High,Energy,Medium,2023-07,2023,Q3 2023
1186,2023-07-17,Hastelloy X,32.56,183.49,5974.32,Medium,Aerospace,Medium,2023-07,2023,Q3 2023
1187,2023-07-09,Hastelloy X,8.07,253.25,2043.73,Medium,Industrial,Medium,2023-07,2023,Q3 2023
1188,2023-07-18,Stainless Steel 316L,16.93,19.93,337.47,Medium,Aerospace,Simple,2023-07,2023,Q3 2023
1189,2023-07-28,Titanium Ti-6Al-4V,78.78,115.01,9060.52,Medium,Aerospace,Simple,2023-07,2023,Q3 2023
1190,2023-07-31,Nickel Alloy 718,55.71,135.97,7575.11,High,Automotive,Medium,2023-07,2023,Q3 2023
1191,2023-07-01,Stainless Steel 17-4 PH,48.69,39.8,1938.04,Medium,Industrial,Complex,2023-07,2023,Q3 2023
1192,2023-07-22,Stainless Steel 316L,10.71,30.59,327.64,High,Medical,Medium,2023-07,2023,Q3 2023
1193,2023-07-24,Aluminum AlSi10Mg,19.35,26.82,519.05,High,Aerospace,Medium,2023-07,2023,Q3 2023
1194,2023-07-04,Aluminum AlSi10Mg,43.3,26.17,1133.36,High,Aerospace,Medium,2023-07,2023,Q3 2023
1195,2023-07-22,Titanium Ti-6Al-4V,60.9,133.97,8158.99,Low,Industrial,Simple,2023-07,2023,Q3 2023
1196,2023-07-29,Cobalt Chrome CoCrMo,27.71,208.58,5779.66,Medium,Aerospace,Simple,2023-07,2023,Q3 2023
1197,2023-07-18,Titanium Ti-6Al-4V,14.22,94.47,1343.32,High,Aerospace,Complex,2023-07,2023,Q3 2023
1198,2023-07-25,Titanium Ti-6Al-4V,50.59,114.3,5782.25,Medium,Aerospace,Medium,2023-07,2023,Q3 2023
1199,2023-07-09,Stainless Steel 316L,51.84,13.39,694.15,Low,Energy,Medium,2023-07,2023,Q3 2023
1200,2023-07-25,Titanium Ti-6Al-4V,97.62,118.88,11604.95,High,Industrial,Simple,2023-07,2023,Q3 2023
1201,2023-07-21,Inconel 625,27.28,155.33,4237.53,Medium,Aerospace,Simple,2023-07,2023,Q3 2023
1202,2023-07-11,Cobalt Chrome CoCrMo,29.83,186.69,5569.03,High,Automotive,Simple,2023-07,2023,Q3 2023
1203,2023-07-04,Titanium Ti-6Al-4V,36.36,114.59,4166.5,Medium,Industrial,Simple,2023-07,2023,Q3 2023
1204,2023-07-10,Stainless Steel 316L,18.95,24.65,467.16,High,Aerospace,Simple,2023-07,2023,Q3 2023
1205,2023-07-14,Stainless Steel 316L,23.23,26.11,606.48,High,Aerospace,Medium,2023-07,2023,Q3 2023
1206,2023-07-06,Titanium Ti-6Al-4V,30.52,106.6,3253.36,Medium,Industrial,Medium,2023-07,2023,Q3 2023
1207,2023-07-15,Titanium Ti-6Al-4V,10.22,143.01,1461.54,Low,Industrial,Complex,2023-07,2023,Q3 2023
1208,2023-07-01,Stainless Steel 17-4 PH,15.29,22.32,341.33,Low,Aerospace,Simple,2023-07,2023,Q3 2023
1209,2023-07-31,Titanium Ti-6Al-4V,9.93,103.57,1028.44,Medium,Energy,Complex,2023-07,2023,Q3 2023
1210,2023-07-24,Stainless Steel 17-4 PH,46.81,33.56,1571.11,Low,Aerospace,Medium,2023-07,2023,Q3 2023
1211,2023-07-29,Inconel 625,5.0,195.61,978.03,Medium,Automotive,Complex,2023-07,2023,Q3 2023
1212,2023-07-24,Cobalt Chrome CoCrMo,101.35,204.43,20719.03,Medium,Aerospace,Medium,2023-07,2023,Q3 2023
1213,2023-07-09,Inconel 625,10.85,178.68,1938.68,Medium,Aerospace,Medium,2023-07,2023,Q3 2023
1214,2023-07-17,Stainless Steel 316L,40.52,14.18,574.51,Medium,Medical,Complex,2023-07,2023,Q3 2023
1215,2023-07-25,Cobalt Chrome CoCrMo,20.89,248.93,5200.13,Medium,Industrial,Medium,2023-07,2023,Q3 2023
1216,2023-07-06,Aluminum AlSi10Mg,19.75,36.44,719.66,Medium,Medical,Simple,2023-07,2023,Q3 2023
1217,2023-07-17,Titanium Ti-6Al-4V,35.2,103.96,3659.42,Low,Medical,Simple,2023-07,2023,Q3 2023
1218,2023-07-30,Inconel 625,27.49,208.59,5734.12,Low,Medical,Complex,2023-07,2023,Q3 2023
1219,2023-07-04,Stainless Steel 316L,36.34,23.93,869.73,Medium,Aerospace,Complex,2023-07,2023,Q3 2023
